review,rating,date,sentiment,clean_review
bagus membantu,5,2026-05-09 07:24:37,positif,bagus bantu
bagus skli,5,2026-05-09 07:22:48,positif,bagus skli
ok.....,5,2026-05-09 07:17:55,positif,ok
bagus...trx lancar hanya saja klo isi token g bisa d akses,5,2026-05-09 07:04:23,positif,bagustrx lancar klo isi token g d akses
sangat rekomendasi.. bagus trik tunai ga lama .. pokonga mntap👍👍,5,2026-05-09 06:57:54,positif,rekomendasi bagus trik tunai ga pokonga mntap
puas banget,5,2026-05-09 06:56:28,positif,puas banget
"suka banget transaksi disini, tapi sayangnya gak ada seabank pinjamnya, padahal udah nyaman disini",3,2026-05-09 06:54:58,netral,suka banget transaksi sayang gak seabank pinjam udah nyaman
makin kesini makin bagus,5,2026-05-09 06:52:13,positif,kesini bagus
mudah dan cepat proses nya,5,2026-05-09 06:40:09,positif,mudah cepat proses nya
layanan nya gampang cukup membantu.. kirim uang kemana saja free.. thanks,5,2026-05-09 06:38:19,positif,layan nya gampang bantu kirim uang mana free thanks
tingkatkan terus,4,2026-05-09 06:34:22,positif,tingkat
knp gak muncul apa apa,4,2026-05-09 06:33:14,positif,knp gak muncul
nice mudah di gunakan dan bermanfaat,5,2026-05-09 06:25:03,positif,nice mudah manfaat
mempermudah transfer,5,2026-05-09 06:24:58,positif,mudah transfer
mantap puas bnget,5,2026-05-09 06:13:55,positif,mantap puas bnget
senang mengunakan seabank,5,2026-05-09 06:07:18,positif,senang mengunakan seabank
ak sk apk ini tiap hri dpt bunga wlo cm 1rpiah,5,2026-05-09 06:05:32,positif,ak sk apk hri dpt bunga wlo cm rpiah
tidak sesuai,1,2026-05-09 05:55:43,negatif,sesuai
sanga memuaskan,5,2026-05-09 05:55:26,positif,sanga muas
"undian GK transparan, sepertinya SDH diseting pemenangnya",1,2026-05-09 05:52:50,negatif,undi gk transparan sdh ting menang
menyenangkan.,5,2026-05-09 05:48:21,positif,senang
mantep jos sekali,5,2026-05-09 05:46:29,positif,mantep jos
InsyaAllah Amanah,5,2026-05-09 05:45:46,positif,insyaallah amanah
mantap apapun jadi mudah,5,2026-05-09 05:42:37,positif,mantap apa mudah
kinerja bagus,5,2026-05-09 05:39:37,positif,kerja bagus
baguss mantapp,5,2026-05-09 05:37:46,positif,baguss mantapp
"Mengagumkan!!! oke juga harga,terjangkau.programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah ketika dijalankan & mengakses smua menu2nya. Tapi di sayangkan sering ketika dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya.",5,2026-05-09 05:36:18,positif,kagum oke hargaterjangkauprogramnya internal dgn baikbebas iklanbugataupun leletcepatlah jalan akses smua menu sayang pakai terkadang sulit buka pas koneksi buruk stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai alam transaksi suksesmasukan tuk bagus benah
"sangat membantu, dan aman digunakan",5,2026-05-09 05:33:45,positif,bantu aman
ok...,5,2026-05-09 05:32:50,positif,ok
membantu dlm bnyak hal,4,2026-05-09 05:32:30,positif,bantu dlm bnyak
sangat 👍,5,2026-05-09 05:10:33,positif,
sangat puas cepat untuk trnsaksi,5,2026-05-09 05:09:44,positif,puas cepat trnsaksi
"susah login harus masukin no hp trus dan harus verifikasi ktp terus,mana ada saldo nya di dalam nya",2,2026-05-09 05:06:33,negatif,susah login masukin no hp trus verifikasi ktp terusmana saldo nya nya
"bagus, cepat",5,2026-05-09 05:05:57,positif,bagus cepat
sangat membantu transaksi untuk transfer admin gratis ke semua bank,5,2026-05-09 04:58:48,positif,bantu transaksi transfer admin gratis bank
lebih efisien menurut saya,5,2026-05-09 04:57:46,positif,efisien
ok lah👌,5,2026-05-09 04:56:24,positif,ok lah
memuaskn.,5,2026-05-09 04:55:27,positif,memuaskn
saya pengguna baru katanya dikasih 200rb saya kasih bintang 5 semoga dikasih sama seabank 200rb gratis,5,2026-05-09 04:53:36,positif,guna kasih rb kasih bintang moga kasih seabank rb gratis
luar biasa mantap,5,2026-05-09 04:51:08,positif,mantap
sangat senang dan puas,5,2026-05-09 04:49:51,positif,senang puas
oke sih,5,2026-05-09 04:32:22,positif,oke sih
sangat mudah tidak ribet mantap,5,2026-05-09 04:20:51,positif,mudah ribet mantap
"Ini gimana sih SeaBank lagi error apa bermasalah yah? dari tadi saya dah hampir 3 kali transfer dana dari shoppee pay tapi gak masuk"" saldonya aneh. Keterangannya berhasil terkirim, tapi kol saldo saya gak nambah""? tolong bantuannya kak. Makasih",5,2026-05-09 04:04:12,positif,gimana sih seabank error masalah yah dah kali transfer dana shoppee pay gak masuk saldo aneh terang hasil kirim kol saldo gak nambah tolong bantu kak makasih
"transaksi jadi lebih mudah, biaya TF 0 rupiah..",5,2026-05-09 03:56:51,positif,transaksi mudah biaya tf rupiah
biaya adm nya kecil apabila kirim ke bank lain,5,2026-05-09 03:55:50,positif,biaya adm nya kirim bank
sanagat membantu,5,2026-05-09 03:46:51,positif,sanagat bantu
bagus cepet,5,2026-05-09 03:46:10,positif,bagus cepet
great,5,2026-05-09 03:45:36,positif,great
"bagus,jadi lebih praktis topap",5,2026-05-09 03:32:41,positif,bagusjadi praktis topap
cepat prosesnya dalam bertransaksi,5,2026-05-09 03:31:45,positif,cepat proses transaksi
apk paling gampang dan gak ribet transfer satset mantappp makasihh buat admin,5,2026-05-09 03:21:42,positif,apk gampang gak ribet transfer satset mantappp makasihh admin
"bagus sihh, cuman skarang klo transaksi harus ada admin nya.....",5,2026-05-09 03:19:52,positif,bagus sihh cuman skarang klo transaksi admin nya
"Bagus,, tapi belum bisa pinjam di seabank buat modal jualan pulsa atau Token",5,2026-05-09 03:10:36,positif,bagus pinjam seabank modal jual pulsa token
semua mudah dgn Seabank,5,2026-05-09 03:04:41,positif,mudah dgn seabank
lebih mudah dan murah,5,2026-05-09 03:02:17,positif,mudah murah
gampang.mudah.dan cepat,5,2026-05-09 03:01:35,positif,gampangmudahdan cepat
"Aplikasi Scam P3nipu Tiket 3000 lebih tidak dpt apa2,,rekayasa tingkat dewa",1,2026-05-09 02:56:26,negatif,aplikasi scam pnipu tiket dpt aparekayasa tingkat dewa
"dari awal pke aplikasi ini. transaksi udh berjuta"" tapi seapinjam gk muncul"" wkwkkw kocak ini aplikasi",1,2026-05-09 02:46:49,negatif,pke aplikasi transaksi udh juta seapinjam gk muncul wkwkkw kocak aplikasi
bagus dan menarik,5,2026-05-09 02:45:37,positif,bagus tarik
bgus murah,4,2026-05-09 02:43:11,positif,bgus murah
mantap..seabank slalu dihati...,5,2026-05-09 02:35:30,positif,mantapseabank slalu hati
ini gimana si saya gabisa login lagi seabank,3,2026-05-09 02:27:15,netral,gimana si gabisa login seabank
mudah dan efisien,5,2026-05-09 02:27:10,positif,mudah efisien
cepat prosesnya ngga ribet,5,2026-05-09 02:25:00,positif,cepat proses ngga ribet
sejauh ini saya sukaaaaa... TF kemanapun gratis co si orenpun jadi lebih mudah semoga semakin baik,5,2026-05-09 02:20:54,positif,sukaaaaa tf mana gratis co si oren mudah moga
"Tanpa sebab akun saya tiba2 diabatasi dan diblokir sementara pada tanggal 08.05.2026, sudah menguhubungi cs via telp namun blm ada confirmasi pnanganan smpai saat ini, saldo saya 4jtlebih didlam seabank, apkah seabank tdk aman dan pncuri..",1,2026-05-09 02:20:42,negatif,akun diabatasi blokir tanggal menguhubungi cs via telp blm confirmasi pnanganan smpai saldo jtlebih didlam seabank apkah seabank tdk aman pncuri
"senang pakai seabank, transfer ke smua bank hratis tanpa admin, thank you seabank",5,2026-05-09 02:13:30,positif,senang pakai seabank transfer smua bank hratis admin thank you seabank
mantaaaapppppp ...sukses selalu...,5,2026-05-09 02:13:19,positif,mantaaaapppppp sukses
pkoknya josss,5,2026-05-09 02:12:56,positif,pkoknya josss
"mantaf,,sukses buat seebnk",5,2026-05-09 02:09:33,positif,mantafsukses seebnk
"mantap ya pertama daftar eh ga 2 menit berhasil daftar,pelayanan cepat lho,,,,sukses selalu ya, ,,",5,2026-05-09 01:55:06,positif,mantap ya daftar eh ga menit hasil daftarpelayanan cepat lhosukses ya
sering erorrr pas digunakan😓😓😓,3,2026-05-09 01:50:22,netral,erorrr pas guna
mantaappp 👍👍👍,5,2026-05-09 01:49:11,positif,mantaappp 
"jangan membodohi undian ,, kami bukan badut yg bisa kau permainkan seenak nya untuk keseruan perusahaan mu",1,2026-05-09 01:49:01,negatif,bodoh undi badut yg kau main enak nya seru usaha mu
terima kasih sudah membantu saya saat kendala nya semakinn support for you,5,2026-05-09 01:45:14,positif,terima kasih bantu kendala nya semakinn support for you
jozz,5,2026-05-09 01:44:46,positif,jozz
luar biasa..,5,2026-05-09 01:44:11,positif,
sangat bagus nyaman digunakan,5,2026-05-09 01:34:58,positif,bagus nyaman
The best,5,2026-05-09 01:33:13,positif,the best
tolong dibantu untuk mempermudah pinjaman tunai,5,2026-05-09 01:29:25,positif,tolong bantu mudah pinjam tunai
mantaaapppp,5,2026-05-09 01:20:44,positif,mantaaapppp
"aplikasi sea bank memang terbaik. dari setor sampai tarik tunai, semua mudah dan lancar. tapi bukan cuma itu aja. bunga tabungan pun selalu masuk tiap hari, biaya setor dan tarik tunai juga gratis. jadi aku kasi 5 bintang deh👍",5,2026-05-09 01:14:13,positif,aplikasi sea bank baik setor tarik tunai mudah lancar aja bunga tabung masuk biaya setor tarik tunai gratis kasi bintang deh
"terimakasih seabank, sudah melayani saya dengan baik, tidak ada potongan admin jika transaksi, pokoknya keren, setiap hari saldo bertambah terus, pokoknya is the best lah",5,2026-05-09 01:13:12,positif,terimakasih seabank layan potong admin transaksi pokok keren saldo tambah pokok is the best
mudah dan tidak ada biaya admin untuk transfer ke semua bank lain,5,2026-05-09 01:01:43,positif,mudah biaya admin transfer bank
"suka bgt, gratis g ada biaya admin untuk tf kemana ajaa🥰🥰🥰🥰",5,2026-05-09 00:56:51,positif,suka bgt gratis g biaya admin tf mana ajaa
biaya admin bisa dikurangin kah sedikit untuk pembelian voucer listrik,5,2026-05-09 00:56:06,positif,biaya admin rangin kah beli voucer listrik
mantaab,5,2026-05-09 00:42:42,positif,mantaab
alhamdulilah,4,2026-05-09 00:25:54,positif,alhamdulilah
sungguh puas,5,2026-05-09 00:22:49,positif,sungguh puas
seneng banget pake seabank tp sayang dana instan atau pinjamanan y blm dpt aha,5,2026-05-09 00:15:07,positif,neng banget pake seabank tp sayang dana instan pinjamanan y blm dpt aha
"Mudah di akses, buka rekening sangat mudah",5,2026-05-09 00:02:07,positif,mudah akses buka rekening mudah
sangat membantu dan sangat bagus sistem nya,5,2026-05-08 23:54:57,positif,bantu bagus sistem nya
transaksi lebih muda,5,2026-05-08 23:48:07,positif,transaksi muda
cukup puas dengan pelayanan nya cepat,5,2026-05-08 23:42:11,positif,puas layan nya cepat
mantap boss,4,2026-05-08 23:25:29,positif,mantap boss
bgus apk nya mempermudah dalam bertransaksi,5,2026-05-08 23:11:27,positif,bgus apk nya mudah transaksi
oke bgt,5,2026-05-08 23:08:25,positif,oke bgt
"mudah, tp sayang ada admin fee nya",5,2026-05-08 22:55:14,positif,mudah tp sayang admin fee nya
Saya sangat menyukai seabank transaksi sangat mudah dan aman.🤗🤗,5,2026-05-08 22:53:49,positif,suka seabank transaksi mudah aman
sangat baik 👍,5,2026-05-08 22:48:22,positif,
Ok of the best,5,2026-05-08 22:48:04,positif,ok of the best
oke banget,5,2026-05-08 22:43:49,positif,oke banget
tranfer cepat tanpa lemot,5,2026-05-08 22:38:21,positif,tranfer cepat lot
tf nya gratis,5,2026-05-08 22:37:26,positif,tf nya gratis
iklan dan promo tipu²,1,2026-05-08 22:19:58,negatif,iklan promo tipu
sanga membantu sekali,5,2026-05-08 22:09:00,positif,sanga bantu
"bank paling tolol di dunia, uda jelas transaksi gua berhasil, malah ga masuk ke penerima,uda gitu gbsa di refund alesan nya nunggu 1hari, giliran uda lewat 1hari malah disuru tunggu lgi, dasar bank sampah",1,2026-05-08 21:51:26,negatif,bank tolol dunia uda transaksi gua hasil ga masuk penerimauda gitu gbsa refund alesan nya nunggu gilir uda disuru tunggu lgi dasar bank sampah
mantap cepat,5,2026-05-08 21:37:10,positif,mantap cepat
saya sangat suka karena pengiriman cepat,5,2026-05-08 21:02:31,positif,suka kirim cepat
terrbaiklah👍🙏,5,2026-05-08 20:38:06,positif,terrbaiklah
sangat bagus👍,5,2026-05-08 20:23:47,positif,bagus
salah mengisi k nomer yg tidak aktif tpi kenapa saldo tidak d kembalikan? ini bisa merugikan pelanggang dan pemakai seabank. saya sangat kecewa😡,1,2026-05-08 20:16:50,negatif,salah isi k nomer yg aktif tpi saldo d kembali rugi langgang pakai seabank kecewa
ok berati seabank. aplikasi yang terbukti aman,5,2026-05-08 20:16:38,positif,ok berat seabank aplikasi bukti aman
mantap jiwa🥳,5,2026-05-08 20:08:10,positif,mantap jiwa
saya puas pakai aplikasi seabank,5,2026-05-08 19:52:46,positif,puas pakai aplikasi seabank
oke lah untuk nabung,5,2026-05-08 19:29:27,positif,oke nabung
bagus dan terpercaya,5,2026-05-08 19:13:04,positif,bagus percaya
sangat bagus apknya,5,2026-05-08 19:04:32,positif,bagus apknya
bagus mantap,5,2026-05-08 19:00:35,positif,bagus mantap
saya ingin fitur sebank pinjam,5,2026-05-08 19:00:25,positif,fitur bank pinjam
Mudah dan cepat,5,2026-05-08 18:52:08,positif,mudah cepat
sangat mudah dan tidak ada biaya admin kalo TF ke antar bank,5,2026-05-08 18:32:56,positif,mudah biaya admin kalo tf bank
aplikasinya bagus bangat,5,2026-05-08 18:24:59,positif,aplikasi bagus bangat
sangat bagus untuk semua transaksi,5,2026-05-08 18:17:54,positif,bagus transaksi
Sangat bermanfaat,5,2026-05-08 18:13:18,positif,manfaat
"aplikasi sebank sangat sangatlah membantu banget,...trimakasih sebank",5,2026-05-08 18:05:00,positif,aplikasi bank bantu bangettrimakasih bank
di sms bilang downlod pake kode seabank dpt bonus 100rb sy downlod di cek masih kosong saldo nol palsu,3,2026-05-08 18:02:15,netral,sms bilang downlod pake kode seabank dpt bonus rb sy downlod cek kosong saldo nol palsu
senang menggunakan seabank,5,2026-05-08 18:02:09,positif,senang seabank
Dana gw udah 2 minggu belum balik padahal udah ada bukti dari merchant belum menerima bank dari pihak sea bank respon itu mulu,1,2026-05-08 17:59:44,negatif,dana gw udah minggu udah bukti merchant terima bank sea bank respon mulu
pake seabank sngat mudah dan lancar,5,2026-05-08 17:51:49,positif,pake seabank sngat mudah lancar
mantan juga,5,2026-05-08 17:51:26,positif,mantan
oke dan mudah,5,2026-05-08 17:27:09,positif,oke mudah
"Saya kasih bintang 2, Tolong update tambahkan fitur ""mengatur keuangan"" seperti Bank Jago/Jago syariah contohnya uang liburan, uang listrik, uang belanjaan DLL dan tingkatkan keamanan aplikasi Seabank.",2,2026-05-08 17:26:36,negatif,kasih bintang tolong update tambah fitur atur uang bank jagojago syariah contoh uang libur uang listrik uang belanja dll tingkat aman aplikasi seabank
sangat praktis dan aman,3,2026-05-08 17:24:12,netral,praktis aman
mantap simpel enak aman,5,2026-05-08 17:06:44,positif,mantap simpel enak aman
habis topup langsung gak bisa di buka. nyesel,1,2026-05-08 16:59:58,negatif,habis topup langsung gak buka nyesel
mantap. transaksi cepat,5,2026-05-08 16:47:34,positif,mantap transaksi cepat
sangat membantu dan simpel cara menggunakannya nya tidak ribet sama sekali,5,2026-05-08 16:28:11,positif,bantu simpel guna nya ribet
seabank pinjam ACC lah,5,2026-05-08 16:27:47,positif,seabank pinjam acc
akan dan terpercaya,5,2026-05-08 16:24:19,positif,percaya
sangat membantu mudah,5,2026-05-08 16:12:08,positif,bantu mudah
"Gampang penggunaan, benar nyata bonusnya dan penambahan lainnya di saldo. Mudah dan cepat bertransaksi",5,2026-05-08 16:07:03,positif,gampang guna nyata bonus tambah saldo mudah cepat transaksi
"keren, proses buka rekening mudah dan cepat.",5,2026-05-08 15:53:31,positif,keren proses buka rekening mudah cepat
sempurna,5,2026-05-08 15:48:42,positif,sempurna
bagus buat tempat simpan tabungan 😁,5,2026-05-08 15:47:29,positif,bagus simpan tabung 
good jobb,5,2026-05-08 15:46:41,positif,good jobb
Aman dan mudah aksesnya and ada bunganya lagi pokoknya sukalah pakai Seabank... 👍,5,2026-05-08 15:44:28,positif,aman mudah akses and bunga pokok suka pakai seabank 
sangat bagus dan mudah pembayaran,5,2026-05-08 15:33:13,positif,bagus mudah bayar
sea bank rampok. bukan nya bisa klaim 200rb malah di rampok. di googleplay muncul langganan yang bukan no saya. jangan download,1,2026-05-08 15:25:20,negatif,sea bank rampok nya klaim rb rampok googleplay muncul langgan no download
bagus sekali untuk penggunaan transfer menghemat biaya administrasi,5,2026-05-08 15:20:33,positif,bagus guna transfer hemat biaya administrasi
"Mantabbbbbbbbbbbbbb, semoga costumer servicenya selalu ramah dan fast respon aamiin",5,2026-05-08 15:17:05,positif,mantabbbbbbbbbbbbbb moga costumer servicenya ramah fast respon aamiin
"sedikit masukan buat tim,,tambah fiturnya untuk programnya & internalnya lebih bekerja dgn baik,bebas iklan,bug,ataupun lelet,cepatlah bila dijalankan. Tapi di sayangkan pernah juga dipakai terkadang agak"" sulit membukanya pas saat koneksi lagi buruk / tidak stabil, terkadang loadingnya lambat banget dan cuma berputar-putar saja. mungkin cuma hal yang biasa terjadi di apps ini dan yang lain-lainnya sesuai pengalaman transaksi sukses,masukan tuk bagusnya dibenahi segalanya..",5,2026-05-08 15:15:04,positif,masuk timtambah fiturnya program internal dgn baikbebas iklanbugataupun leletcepatlah jalan sayang pakai terkadang sulit buka pas koneksi buruk stabil terkadang loadingnya lambat banget berputarputar apps lainlainnya sesuai alam transaksi suksesmasukan tuk bagus benah
bermanfaat,5,2026-05-08 15:11:35,positif,manfaat
kurang pas,2,2026-05-08 15:02:55,negatif,pas
"sangat membantu dan sangat baik,",5,2026-05-08 15:01:15,positif,bantu
seabank terbaik,5,2026-05-08 15:00:31,positif,seabank baik
semoga tidak pernah mengecewakan,3,2026-05-08 14:55:53,netral,moga kecewa
sangat memuaskan mantul,5,2026-05-08 14:51:37,positif,muas mantul
sangat membantu dalam proses transaksi,5,2026-05-08 14:39:16,positif,bantu proses transaksi
kenapa seabank pinjam saya ga muncul??,3,2026-05-08 14:37:32,netral,seabank pinjam ga muncul
mudah dan sangat membantu,5,2026-05-08 14:34:04,positif,mudah bantu
scam undian,1,2026-05-08 14:27:06,negatif,scam undi
menarik sangat membantu,5,2026-05-08 14:16:08,positif,tarik bantu
sedikit gak ngarti tapi bagus jga apk nya,4,2026-05-08 14:12:00,positif,gak ngarti bagus jga apk nya
mudah dan praktis. sangat membantu,5,2026-05-08 14:07:41,positif,mudah praktis bantu
BAgus,5,2026-05-08 14:02:15,positif,bagus
"bagus banget aplikasinya, lebih mudah di pake, cuman ada kendala bug. main menu nya kadang ga ada",5,2026-05-08 14:00:14,positif,bagus banget aplikasi mudah pake cuman kendala bug main menu nya kadang ga
